ticker,sharesOutstandingPCT,sharesOutstandingTotal,totalHoldingsValue,increasedPositionsHolders,increasedPositionsShares,decreasedPositionsHolders,decreasedPositionsShares,heldPositionsHolders,heldPositionsShares,totalPositionsHolders,totalPositionsShares,newPositionsHolders,newPositionsShares,soldOutPositionsHolders,soldOutPositionsShares,inserted
ANPC,0.06,37,0,5,8038,7,11800,5,1079,17,20917,3,3226,5,6517,"28-11-2022 21:59:51"
ANSS,91.23,87,"19,586",350,3359046,335,3496637,115,72619174,800,79474857,74,453101,65,128324,"28-11-2022 21:59:51"
ANTE,0.11,357,0,2,836,6,60901,1,347866,9,409603,1,100,3,37508,"28-11-2022 21:59:51"
ANTX,48.95,19,105,19,213976,13,104194,7,9178632,39,9496802,3,30816,1,11001,"28-11-2022 21:59:51"
ANY,1.18,65,0,8,216728,18,1467409,10,922039,36,762098,2,106667,11,532259,"28-11-2022 21:59:51"
ANZU,88.47,42,374,37,6032187,15,3192608,52,28373508,104,37598303,14,2839956,8,1645820,"28-11-2022 21:59:51"
ANZUU,11.43,42,48,9,133151,11,1490246,15,3235926,35,4859323,0,0,9,1488454,"28-11-2022 21:59:51"
AOGO,83.35,11,90,11,678237,8,536750,31,7821757,50,9036744,5,509821,4,352366,"28-11-2022 21:59:51"
AOGOU,2.96,10,3,3,1512,5,28076,4,276328,12,305916,1,1400,1,1000,"28-11-2022 21:59:51"
AOSL,68.11,27,659,99,1745318,90,1301898,25,15620493,214,18667709,30,336980,37,410010,"28-11-2022 21:59:51"
AOUT,62.27,13,79,32,1077388,48,1019339,39,6282611,119,8379338,11,538602,24,477172,"28-11-2022 21:59:51"
APA,81.48,322,"12,163",310,25112325,322,34878636,109,201963956,741,261954917,91,6795337,82,2702296,"28-11-2022 21:59:51"
APAC,90.87,20,185,18,2246747,11,1334988,32,14592517,61,18174252,6,974688,6,1195995,"28-11-2022 21:59:51"
APACU,2.29,20,5,4,18685,6,949005,4,509839,14,457851,1,10256,4,935077,"28-11-2022 21:59:51"
APCX,1.48,16,0,4,35275,4,43773,6,163789,14,242837,2,25139,2,30823,"28-11-2022 21:59:51"
APDN,14.2,13,3,22,1346078,10,560884,3,78077,35,1828885,12,807396,7,520915,"28-11-2022 21:59:51"
APEI,92.6,19,222,68,5385491,65,6164996,12,5943639,145,17494126,37,3528502,31,3094704,"28-11-2022 21:59:51"
APEN,76.0,42,190,28,5019624,34,3843199,11,22779623,73,31642446,7,1782659,20,1285870,"28-11-2022 21:59:51"
APGN,13.98,23,6,16,3117317,26,3687426,2,3649167,44,3155576,15,3112703,25,3644497,"28-11-2022 21:59:51"
API,11.2,387,114,38,6555597,42,8694955,23,28146230,103,43396782,13,2028226,15,2539435,"28-11-2022 21:59:51"
APLD,24.39,94,51,35,5352048,25,2954566,8,14678855,68,22985469,17,1553838,6,1472061,"28-11-2022 21:59:51"
APLS,88.04,111,"4,961",161,18311212,95,12437202,23,66597951,279,97346365,68,12058998,26,1004260,"28-11-2022 21:59:51"
APLT,47.24,48,20,20,695087,25,4732646,13,17275691,58,22703424,6,53204,13,1078393,"28-11-2022 21:59:51"
APM,6.51,13,0,8,286150,4,10189,0,566878,12,863217,3,142524,0,0,"28-11-2022 21:59:51"
APMI,63.83,15,94,11,1109504,11,944167,22,7520435,44,9574106,6,484476,3,118901,"28-11-2022 21:59:51"
APMIU,25.82,15,38,4,56851,4,316552,9,3498909,17,3872312,1,14601,2,297104,"28-11-2022 21:59:51"
APOG,90.07,22,986,79,752917,89,1710803,35,17540094,203,20003814,23,229056,17,1031178,"28-11-2022 21:59:51"
APP,48.46,293,"1,991",145,18224451,103,19985145,30,103797324,278,142006920,51,8366248,51,15973731,"28-11-2022 21:59:51"
APPF,79.02,20,"1,870",72,920074,79,876076,32,14335577,183,16131727,24,374131,17,273717,"28-11-2022 21:59:51"
APPH,35.09,108,42,87,3352200,59,8615276,38,25895097,184,37862573,24,478555,36,8291038,"28-11-2022 21:59:51"
APPN,73.43,41,"1,132",85,1543529,110,946580,74,27652166,269,30142275,25,305269,31,175420,"28-11-2022 21:59:51"
APPS,63.28,99,"1,086",127,7367387,152,10315171,46,44977235,325,62659793,30,3178825,66,6465376,"28-11-2022 21:59:51"
APRE,3.2,53,1,2,172925,22,558335,12,962874,36,1694134,1,61847,9,286366,"28-11-2022 21:59:51"
APTM,66.25,29,192,17,4491929,9,732356,29,14065291,55,19289576,9,2414091,4,373242,"28-11-2022 21:59:51"
APTMU,26.78,29,77,5,52216,9,2920885,12,4823088,26,7796189,2,33394,4,777872,"28-11-2022 21:59:51"
APTO,36.24,92,23,17,9562096,16,1177152,23,22705555,56,33444803,6,8968818,6,110405,"28-11-2022 21:59:51"
APTX,45.93,68,9,11,2197735,24,7254326,16,21649200,51,31101261,9,2058337,12,6153838,"28-11-2022 21:59:51"
APVO,17.04,5,3,9,172461,7,100543,14,594562,30,867566,3,153284,3,94878,"28-11-2022 21:59:51"
APWC,0.98,21,0,2,11120,2,9239,2,181982,6,202341,2,11120,0,0,"28-11-2022 21:59:51"
APXI,80.98,17,143,16,1946202,10,1378169,22,10644860,48,13969231,9,792644,5,1108070,"28-11-2022 21:59:51"
APXIU,10.15,17,18,2,102150,7,538618,8,1110281,17,1751049,1,100000,6,537239,"28-11-2022 21:59:51"
APYX,60.5,35,38,26,1336798,35,1542794,10,18052553,71,20932145,7,139643,16,494265,"28-11-2022 21:59:51"
AQB,29.16,71,15,23,1491108,58,5578277,24,13668946,105,20738331,7,130698,30,1131728,"28-11-2022 21:59:51"
AQMS,15.65,78,10,12,515745,17,281823,32,11470327,61,12267895,4,45884,7,87096,"28-11-2022 21:59:51"
AQST,29.35,54,15,17,838182,21,1755276,16,13302122,54,15895580,6,198680,7,510746,"28-11-2022 21:59:51"
ARAV,6.63,60,5,7,44964,20,1616901,13,2307247,40,3969112,4,36741,12,1473385,"28-11-2022 21:59:51"
ARAY,63.49,94,131,37,4922629,68,7464301,26,47152358,131,59539288,7,330572,22,1558167,"28-11-2022 21:59:51"
ARBE,7.71,63,20,10,46749,13,306938,11,4509968,34,4863655,4,12679,4,279512,"28-11-2022 21:59:51"
ARBG,88.04,23,200,22,4136093,21,3291467,34,12820907,77,20248467,10,2383050,10,1358192,"28-11-2022 21:59:51"
ARBGU,3.34,23,7,1,300,5,337571,10,430111,16,767982,0,0,3,336820,"28-11-2022 21:59:51"
ARBK,1.81,48,1,14,177251,14,197805,10,488595,38,863651,9,39750,5,48049,"28-11-2022 21:59:51"
ARBKL,0.0,2,0,0,0,1,185274,0,185274,1,0,0,0,1,185274,"28-11-2022 21:59:51"
ARCB,89.19,24,"1,769",120,1101626,129,1023160,35,19653706,284,21778492,30,299978,28,324217,"28-11-2022 21:59:51"
ARCC,33.38,508,"3,352",323,17745374,232,27708046,137,124197089,692,169650509,63,8693800,49,1519004,"28-11-2022 21:59:51"
ARCE,90.46,29,229,24,2469274,28,2499917,15,21672389,67,26641580,9,928979,11,692044,"28-11-2022 21:59:51"
ARCK,86.44,17,153,27,3109202,16,2122459,27,9679645,70,14911306,11,1504252,7,943804,"28-11-2022 21:59:51"
ARCKU,7.73,17,14,1,12042,12,1199679,9,121492,22,1333213,1,12042,9,1187975,"28-11-2022 21:59:51"
ARCT,83.8,26,366,54,2245522,67,2238125,25,17717092,146,22200739,17,1081988,25,658302,"28-11-2022 21:59:51"
ARDS,9.93,20,2,7,100068,6,22316,5,1814377,18,1936761,1,10000,2,12146,"28-11-2022 21:59:51"
ARDX,35.66,187,123,43,41795710,38,13003347,20,12052558,101,66851615,25,36901336,17,3930576,"28-11-2022 21:59:51"
AREB,4.58,17,0,4,684682,3,23038,2,50301,9,758021,3,684671,3,23038,"28-11-2022 21:59:51"
AREC,17.22,69,21,30,5440275,12,395048,7,5996392,49,11831715,15,3733200,4,72786,"28-11-2022 21:59:51"
ARGU,91.29,30,285,19,4589317,16,2354058,34,20877296,69,27820671,8,1465470,7,1285127,"28-11-2022 21:59:51"
ARGX,57.45,55,"11,882",143,3889681,104,4985118,29,22909149,276,31783948,52,2665340,19,120691,"28-11-2022 21:59:51"
ARHS,80.81,53,393,36,3234776,35,3101919,12,36449355,83,42786050,17,940619,19,2515799,"28-11-2022 21:59:51"
ARIZ,69.78,9,62,9,517543,9,540164,25,5153583,43,6211290,6,70255,3,508609,"28-11-2022 21:59:51"
ARKO,52.42,120,579,58,3499912,56,2928530,12,56510987,126,62939429,29,1221495,14,344199,"28-11-2022 21:59:51"
ARKR,16.76,4,12,7,92616,5,52633,7,449964,19,595213,2,41262,1,48904,"28-11-2022 21:59:51"
ARLP,25.62,127,731,59,2143821,46,4179987,28,26258149,133,32581957,20,702885,14,615884,"28-11-2022 21:59:51"
AROW,44.51,17,260,40,104298,51,149689,14,7102564,105,7356551,11,33276,9,71074,"28-11-2022 21:59:51"
ARQQ,3.01,122,27,12,1427755,18,328741,5,1923622,35,3680118,4,137425,11,137893,"28-11-2022 21:59:51"
ARQT,97.68,61,"1,069",104,14518019,35,12593203,15,32401111,154,59512333,36,4317190,15,9357632,"28-11-2022 21:59:51"
ARRW,83.55,29,239,31,3078567,14,1432612,42,19508369,87,24019548,13,934237,8,1043524,"28-11-2022 21:59:51"
ARRY,101.0,150,"3,535",145,30467737,97,27564574,26,93955950,268,151988261,62,16379058,28,4261085,"28-11-2022 21:59:51"
ARTE,92.35,20,186,9,778167,9,631926,34,17175325,52,18585418,3,283046,2,114271,"28-11-2022 21:59:51"
ARTL,4.75,3,0,9,73796,7,30591,1,31175,17,135562,3,46670,7,30591,"28-11-2022 21:59:51"
ARTNA,54.91,9,264,50,618298,45,528543,27,3580927,122,4727768,20,343188,11,142922,"28-11-2022 21:59:51"
ARTW,5.38,5,1,4,41163,4,51725,7,169466,15,262354,1,22900,3,38392,"28-11-2022 21:59:51"
ARVL,9.28,638,21,33,7518064,49,27426853,24,24318846,106,59263763,12,2916373,22,17965913,"28-11-2022 21:59:51"
ARVN,93.25,53,"2,002",91,5260047,75,4724778,32,39650243,198,49635068,30,2581325,24,1130552,"28-11-2022 21:59:51"
ARWR,66.47,106,"2,076",126,3122000,127,4646095,56,62588694,309,70356789,27,731698,29,336661,"28-11-2022 21:59:51"
ARYD,96.69,15,150,14,1760609,13,1847255,35,11329977,62,14937841,7,979811,7,1670591,"28-11-2022 21:59:51"
ASAP,22.28,10,3,24,1414103,23,91857,20,809077,67,2315037,9,90255,14,69165,"28-11-2022 21:59:51"
ASAX,76.27,22,167,21,1679818,16,1629310,34,13499294,71,16808422,5,127174,6,672020,"28-11-2022 21:59:51"
ASAXU,0.01,18,0,0,0,0,0,3,2543,3,2543,0,0,0,0,"28-11-2022 21:59:51"
ASCA,65.99,9,58,7,933151,10,783249,12,4020791,29,5737191,3,668130,4,380207,"28-11-2022 21:59:51"
ASCB,89.37,20,184,26,7091865,5,810746,10,10240108,41,18142719,20,6014284,1,53,"28-11-2022 21:59:51"
ASCBU,8.8,20,18,4,44474,15,4165220,6,2448743,25,1760951,1,31800,13,4116668,"28-11-2022 21:59:51"
ASLE,68.83,52,563,84,6249402,32,5073706,9,24312076,125,35635184,37,4134659,12,301451,"28-11-2022 21:59:51"
ASLN,6.32,349,13,7,129892,13,1508656,10,20394567,30,22033115,3,16322,3,432866,"28-11-2022 21:59:51"
ASMB,34.02,49,22,14,895485,33,1599593,14,14100964,61,16596042,4,612973,11,250236,"28-11-2022 21:59:51"
ASML,18.99,406,"45,679",446,5720036,429,6897672,131,64563021,"1,006",77180729,92,1838902,114,807447,"28-11-2022 21:59:51"
ASND,117.06,57,"7,739",101,6591135,73,3071210,29,57091343,203,66753688,37,4189408,21,391135,"28-11-2022 21:59:51"
ASNS,0.22,17,0,3,18840,3,30323,0,10890,6,38273,1,17715,1,20000,"28-11-2022 21:59:51"
ASO,102.0,80,"4,193",160,5914152,166,8384178,36,67035067,362,81333397,64,1995275,40,2425411,"28-11-2022 21:59:51"
ASPA,71.63,7,54,7,695743,6,431697,11,4217412,24,5344852,3,290352,3,421096,"28-11-2022 21:59:51"
ASPAU,0.02,6,0,0,0,0,0,1,1165,1,1165,0,0,0,0,"28-11-2022 21:59:51"
ASPS,33.68,16,87,12,139477,14,421658,11,4870018,37,5431153,4,38164,5,328264,"28-11-2022 21:59:51"
ASPU,37.22,25,4,10,254220,9,223332,19,8907245,38,9384797,6,241516,1,13650,"28-11-2022 21:59:51"
ASRT,34.89,48,50,47,5005140,16,2095612,19,9750388,82,16851140,18,1501770,6,1384993,"28-11-2022 21:59:51"
ASRV,38.34,17,26,7,47932,7,185957,16,6327313,30,6561202,2,42447,1,1,"28-11-2022 21:59:51"
ASTC,7.59,51,1,10,542349,6,73170,6,3234157,22,3849676,3,26775,0,0,"28-11-2022 21:59:51"
ASTE,94.4,23,950,65,459418,78,947992,24,20033789,167,21441199,11,80151,10,94151,"28-11-2022 21:59:51"
ASTI,0.74,34,1,13,250716,1,1,0,1,14,250716,13,250716,1,1,"28-11-2022 21:59:51"
ASTL,63.1,105,444,64,14885708,71,52342719,15,713905,150,66514522,30,5351660,37,10054026,"28-11-2022 21:59:51"
ASTR,43.38,212,47,53,15568565,58,20782809,30,55590351,141,91941725,19,2569250,29,2572482,"28-11-2022 21:59:51"
ASTS,20.9,55,77,51,2074136,33,2631784,17,6872447,101,11578367,20,538753,17,1142186,"28-11-2022 21:59:51"
ASUR,62.45,20,100,24,588395,11,1020055,15,10982828,50,12591278,2,10454,1,45,"28-11-2022 21:59:51"
ASYS,64.5,14,97,15,398202,18,432751,13,8127735,46,8958688,6,318288,3,67322,"28-11-2022 21:59:51"
ATAI,15.98,166,82,47,7428886,29,2463052,35,16607693,111,26499631,15,466193,14,1867068,"28-11-2022 21:59:51"
ATAK,88.29,20,181,17,1352655,10,840881,16,15641234,43,17834770,4,167075,5,628711,"28-11-2022 21:59:51"
ATAX,8.98,22,38,22,158791,28,140746,3,1698730,53,1998267,9,53993,4,88237,"28-11-2022 21:59:51"
ATCX,29.14,38,60,34,1333759,34,763048,8,8893357,76,10990164,8,332508,17,188236,"28-11-2022 21:59:51"
ATEC,47.55,105,487,86,4465417,60,4704741,36,40781146,182,49951304,24,949937,18,948224,"28-11-2022 21:59:51"
ATER,26.2,81,23,41,8845372,40,1879884,15,10459589,96,21184845,14,7442533,13,439176,"28-11-2022 21:59:51"
ATEX,86.68,19,595,68,1250688,35,515844,13,14666926,116,16433458,19,153320,11,144842,"28-11-2022 21:59:51"
ATHA,59.19,38,67,56,2712017,39,2611758,26,17068035,121,22391810,21,1218724,22,1242955,"28-11-2022 21:59:51"
ATHE,1.68,40,0,4,37059,4,85537,4,554389,12,676985,3,36611,2,32916,"28-11-2022 21:59:51"
ATHX,13.82,16,1,20,1145978,93,577832,11,531398,124,2255208,6,595546,75,278691,"28-11-2022 21:59:51"
ATIF,0.03,10,0,0,0,1,1081,1,1513,2,2594,0,0,0,0,"28-11-2022 21:59:51"
ATLC,14.3,14,57,34,119112,37,205779,14,1741174,85,2066065,15,100480,16,85781,"28-11-2022 21:59:51"
ATLCL,0.33,6,0,1,20000,0,0,0,0,1,20000,1,20000,0,0,"28-11-2022 21:59:51"
ATLO,21.19,9,44,16,348860,19,224815,6,1331964,41,1905639,4,322506,3,23005,"28-11-2022 21:59:51"
ATNF,15.3,40,3,9,3972624,14,241490,11,1977385,34,6191499,4,3931156,8,57585,"28-11-2022 21:59:51"
ATNI,66.74,16,494,67,395719,55,404972,20,9719580,142,10520271,18,67619,9,67739,"28-11-2022 21:59:51"
ATNX,30.5,157,9,31,16101614,39,3876213,23,28033796,93,48011623,15,8194610,20,700408,"28-11-2022 21:59:51"
ATOM,31.55,24,64,36,375813,31,286788,15,6864363,82,7526964,11,248467,6,79716,"28-11-2022 21:59:51"
ATOS,15.04,127,16,14,331829,47,4739972,19,13970075,80,19041876,7,230847,22,894556,"28-11-2022 21:59:51"
ATRA,105.15,95,417,107,17086020,51,17160215,21,65520641,179,99766876,43,3778619,21,4261548,"28-11-2022 21:59:51"
ATRC,96.46,47,"2,056",112,3641414,93,3348833,34,37872130,239,44862377,25,1506529,22,318653,"28-11-2022 21:59:51"
ATRI,64.93,2,696,52,153546,50,171211,37,826173,139,1150930,11,136923,19,11389,"28-11-2022 21:59:51"
ATRO,70.91,26,152,49,1153005,44,1264637,24,15911287,117,18328929,12,108858,9,396592,"28-11-2022 21:59:51"
ATSG,96.51,73,"1,994",83,2839719,98,3857796,34,63490915,215,70188430,33,956324,29,888880,"28-11-2022 21:59:51"
ATVI,80.84,783,"46,482",555,60918525,511,52440208,223,519304866,"1,289",632663599,106,11524098,79,1376546,"28-11-2022 21:59:51"
ATXG,0.17,31,0,4,54036,0,0,0,0,4,54036,4,54036,0,0,"28-11-2022 21:59:51"
ATXI,1.59,5,0,7,65790,14,34840,1,24704,22,75926,4,51682,11,33316,"28-11-2022 21:59:51"
ATXS,58.41,17,93,26,5045534,10,949446,9,3833626,45,9828606,15,3873129,2,760934,"28-11-2022 21:59:51"
ATY,8.58,58,9,13,741798,19,684874,10,3543697,42,4970369,4,433151,9,372935,"28-11-2022 21:59:51"
AUB,71.77,75,"1,900",130,3422830,97,3036088,38,47160031,265,53618949,25,711058,17,338335,"28-11-2022 21:59:51"
AUBAP,0.68,7,1,1,538,1,586,0,45670,2,46794,0,0,1,586,"28-11-2022 21:59:51"
AUBN,8.05,4,6,8,31866,7,19306,7,230954,22,282126,1,15724,2,14987,"28-11-2022 21:59:51"
AUDC,44.82,32,278,49,1055664,43,1717835,15,11467965,107,14241464,7,24628,18,432169,"28-11-2022 21:59:51"
AUGX,62.3,37,30,17,563964,6,357491,6,22392558,29,23314013,4,36731,1,708,"28-11-2022 21:59:51"
AUID,10.96,25,3,9,26128,10,1368742,7,1348426,26,2743296,2,17487,5,1298449,"28-11-2022 21:59:51"
AUPH,38.89,142,270,84,12690347,83,7372017,52,35202748,219,55265112,27,8231639,30,1914694,"28-11-2022 21:59:51"
AUR,40.48,740,405,50,75826689,44,65484440,36,158449409,130,299760538,23,60878840,19,2956933,"28-11-2022 21:59:51"
AURA,55.63,29,225,27,730182,12,206091,8,15381523,47,16317796,3,18573,3,85242,"28-11-2022 21:59:51"
AURC,100.23,28,278,20,3624797,11,66803704,48,42564191,79,27864310,9,2073930,4,1324731,"28-11-2022 21:59:51"
AUTL,54.17,91,123,22,387539,30,5647001,23,43207275,75,49241815,7,145043,9,3832609,"28-11-2022 21:59:51"
AUUD,8.56,13,1,4,67502,3,41908,9,961859,16,1071269,1,37824,1,13243,"28-11-2022 21:59:51"
AUVI,2.52,13,0,7,66662,12,151827,4,104300,23,322789,5,50099,8,108160,"28-11-2022 21:59:51"
AVAC,90.54,21,191,24,2819902,14,915144,16,15146380,54,18881426,10,1811571,2,301403,"28-11-2022 21:59:51"
AVAH,91.96,186,131,53,2343326,39,2619675,18,166000520,110,170963521,19,1063213,17,430886,"28-11-2022 21:59:51"
AVAV,90.81,25,"2,090",137,1922008,87,1402091,56,19368757,280,22692856,40,953552,13,58767,"28-11-2022 21:59:51"
AVCT,8.28,32,3,23,2390526,11,214285,6,84634,40,2689445,13,139002,8,205703,"28-11-2022 21:59:51"
AVDL,51.42,62,254,32,1732270,33,5117258,28,24916593,93,31766121,11,341285,14,1370703,"28-11-2022 21:59:51"
AVDX,70.42,199,"1,203",70,24811713,40,21321550,29,93794127,139,139927390,25,5643922,14,12512062,"28-11-2022 21:59:51"
AVEO,47.3,35,244,43,2664697,25,1698066,16,12078702,84,16441465,26,1431650,7,22463,"28-11-2022 21:59:51"
AVGO,80.49,417,"177,700","1,067",14935764,863,15026296,218,305377839,"2,148",335339899,129,1423753,115,1267495,"28-11-2022 21:59:51"
AVGR,14.13,7,1,8,688332,9,137067,4,225235,21,1050634,3,680141,5,25462,"28-11-2022 21:59:51"
AVHI,78.38,12,100,11,1171443,11,1084332,24,7542017,46,9797792,4,477496,4,894799,"28-11-2022 21:59:51"
AVID,90.5,44,"1,111",92,6974258,73,3560475,25,29007550,190,39542283,38,1211872,24,1337386,"28-11-2022 21:59:51"
AVIR,69.21,83,270,69,3465749,51,3657593,26,50523086,146,57646428,18,953047,15,576775,"28-11-2022 21:59:51"
AVNW,68.6,11,250,60,1106770,39,451358,32,6207135,131,7765263,26,334986,11,112216,"28-11-2022 21:59:51"
AVO,22.56,71,262,48,947396,35,828583,15,14168279,98,15944258,15,233566,2,55930,"28-11-2022 21:59:51"
AVPT,40.55,187,363,44,2713599,56,4455907,19,68517829,119,75687335,9,189424,21,1070613,"28-11-2022 21:59:51"
AVRO,55.93,44,22,17,2857444,34,4427449,20,17199676,71,24484569,6,434779,15,857308,"28-11-2022 21:59:51"
AVT,98.7,92,"4,077",140,6863121,211,10373290,43,73091728,394,90328139,37,1843550,60,1897487,"28-11-2022 21:59:51"
AVTE,110.17,25,506,33,2097974,23,822887,8,24185822,64,27106683,11,626686,5,254000,"28-11-2022 21:59:51"
AVTX,59.02,9,30,12,35061,44,311786,5,5209169,61,5556016,6,19453,31,195286,"28-11-2022 21:59:51"
AVXL,31.57,78,293,70,1735222,50,2276626,46,20594327,166,24606175,17,290436,16,542781,"28-11-2022 21:59:51"
AWH,10.2,124,4,22,2865344,37,2112664,22,7712764,81,12690772,10,2579276,20,709595,"28-11-2022 21:59:51"
AWRE,29.36,22,12,4,24225,9,109093,17,6225291,30,6358609,1,16805,0,0,"28-11-2022 21:59:51"
AXDX,27.58,99,26,37,10646062,24,1989456,34,14694346,95,27329864,21,4059946,9,350409,"28-11-2022 21:59:51"
AXGN,77.22,42,365,66,2849983,47,2471723,28,27330282,141,32651988,23,2194858,9,245189,"28-11-2022 21:59:51"
AXLA,46.47,74,32,10,167977,11,30359,16,33980094,37,34178430,3,54900,2,15000,"28-11-2022 21:59:51"
AXNX,98.68,50,"3,211",152,7132073,79,5278140,24,36464982,255,48875195,58,2607058,23,1759096,"28-11-2022 21:59:51"
AXON,76.86,71,"10,279",171,3876253,194,2680424,87,48140116,452,54696793,44,355606,33,517545,"28-11-2022 21:59:51"
AXSM,59.37,43,"1,465",117,7163894,71,2961599,28,15657908,216,25783401,47,2997208,22,1018658,"28-11-2022 21:59:51"
AXTI,55.88,44,131,59,2348745,40,1470181,24,20518034,123,24336960,24,1298248,9,246995,"28-11-2022 21:59:51"
AY,39.87,114,"1,288",107,3477234,96,3886500,26,38128873,229,45492607,23,904346,34,1008406,"28-11-2022 21:59:51"
AYLA,17.39,15,2,9,213784,9,1833483,4,529840,22,2577107,7,187914,8,1817826,"28-11-2022 21:59:51"
AYRO,9.45,37,2,8,53120,21,1025715,15,2421108,44,3499943,0,0,6,112219,"28-11-2022 21:59:51"
AYTU,14.2,62,2,23,5416067,12,225932,20,3221181,55,8863180,13,4135494,2,71765,"28-11-2022 21:59:51"
AZ,0.5,27,0,3,51449,6,22259,2,63539,11,137247,3,51449,5,15280,"28-11-2022 21:59:51"
AZN,16.89,"3,099","34,636",468,42945594,433,51537570,188,428961153,"1,089",523444317,86,5451573,113,9786302,"28-11-2022 21:59:51"
AZPN,44.39,65,"6,981",198,6621650,136,1586192,38,20442246,372,28650088,76,4355500,41,803627,"28-11-2022 21:59:51"
AZTA,98.09,75,"4,253",192,7548381,183,10468313,40,55571826,415,73588520,42,844220,68,2945741,"28-11-2022 21:59:51"
AZYO,35.23,9,25,6,7530,6,14273,7,3311098,19,3332901,2,185,2,3479,"28-11-2022 21:59:51"
BACK,16.17,32,2,9,887887,13,250770,10,4111639,32,5250296,4,172729,8,200276,"28-11-2022 21:59:51"
BAFN,17.62,4,12,4,41875,3,30825,8,638746,15,711446,2,27969,1,17,"28-11-2022 21:59:51"
BAND,78.88,23,378,79,2785380,70,3697313,39,11944041,188,18426734,33,1264645,20,663807,"28-11-2022 21:59:51"
BANF,46.64,33,"1,590",111,882234,74,1403922,35,13045290,220,15331446,44,419103,13,32814,"28-11-2022 21:59:51"
BANFP,10.43,1,3,1,394,0,0,0,108100,1,108494,0,0,0,0,"28-11-2022 21:59:51"
BANR,86.84,34,"2,126",93,1370426,105,1306142,43,27013494,241,29690062,25,492935,14,169233,"28-11-2022 21:59:51"
BANX,25.74,7,32,13,66516,11,156051,8,1605120,32,1827687,4,29120,2,13757,"28-11-2022 21:59:51"
BAOS,0.38,9,0,2,17595,4,41865,1,24772,7,34688,1,16795,3,41497,"28-11-2022 21:59:51"
BASE,63.77,45,360,66,4057053,26,5529443,12,18973331,104,28559827,28,1066943,11,4333769,"28-11-2022 21:59:51"
BATRA,81.05,10,280,52,363872,34,276335,59,7719675,145,8359882,19,136523,10,28865,"28-11-2022 21:59:51"
BATRK,75.07,42,"1,033",76,2247457,63,1815095,65,27143221,204,31205773,26,1037941,21,210671,"28-11-2022 21:59:51"
BBBY,58.79,80,153,82,5397799,141,23067143,39,18780111,262,47245053,41,2920493,58,2964739,"28-11-2022 21:59:51"
BBCP,35.49,57,145,32,595140,30,705566,16,18784648,78,20085354,9,120867,2,18844,"28-11-2022 21:59:51"
BBGI,25.01,13,3,8,40548,9,189570,8,2992881,25,3222999,3,14103,1,11400,"28-11-2022 21:59:51"
BBIG,19.27,233,33,61,7703875,31,6286570,14,30944300,106,44934745,14,719658,17,3852541,"28-11-2022 21:59:51"
BBIO,97.49,149,"1,250",104,12123438,64,6930498,29,126677947,197,145731883,28,2852406,13,305380,"28-11-2022 21:59:51"
BBLG,0.27,15,0,2,1733,1,7673,1,31953,4,41359,1,21,1,7673,"28-11-2022 21:59:51"
BBSI,86.71,7,596,56,412711,67,470993,27,5153059,150,6036763,17,156351,11,53857,"28-11-2022 21:59:51"
BCAB,54.04,46,247,43,7367512,52,5985068,9,11564477,104,24917057,23,3826378,28,2869253,"28-11-2022 21:59:51"
BCAN,0.01,38,0,1,2000,2,440,0,440,3,2000,1,2000,2,440,"28-11-2022 21:59:51"
BCBP,45.92,17,153,42,535789,32,391929,15,6828643,89,7756361,18,298852,8,173373,"28-11-2022 21:59:51"
BCDA,9.17,18,3,8,201114,7,702282,12,732437,27,1635833,1,142186,4,691822,"28-11-2022 21:59:51"
BCEL,50.66,32,18,13,493814,39,1013674,30,14881511,82,16388999,5,195846,17,138032,"28-11-2022 21:59:51"
BCLI,10.64,37,7,18,311386,17,391457,17,3186048,52,3888891,5,107838,8,290829,"28-11-2022 21:59:51"
BCML,57.2,13,144,39,763584,45,1105009,13,5558358,97,7426951,15,413566,18,407004,"28-11-2022 21:59:51"
BCOR,93.65,48,"1,092",86,3897419,62,4953927,27,35993925,175,44845271,26,2878654,18,1157140,"28-11-2022 21:59:51"
BCOV,87.45,42,205,52,2293174,49,2133210,19,32364905,120,36791289,17,474356,15,459957,"28-11-2022 21:59:51"
BCOW,24.19,7,16,5,483500,5,340448,7,777977,17,1601925,1,41466,1,10200,"28-11-2022 21:59:51"
BCPC,90.58,32,"4,132",140,1142300,129,854471,50,27112620,319,29109391,33,158891,36,168397,"28-11-2022 21:59:51"
BCRX,79.58,186,"1,822",121,12785259,86,15172388,57,120396413,264,148354060,41,4067268,27,2754111,"28-11-2022 21:59:51"
BCSA,87.59,31,279,20,4342622,18,1951805,38,21140368,76,27434795,7,1735752,9,1084877,"28-11-2022 21:59:51"
BCSAU,5.44,27,15,1,3225,12,1889680,8,405279,21,1487626,0,0,9,1875289,"28-11-2022 21:59:51"
BCTX,16.33,16,15,12,737509,11,1171486,4,624800,27,2533795,5,30337,5,36905,"28-11-2022 21:59:51"
BCYC,85.15,30,708,31,4787761,41,2871815,19,17620567,91,25280143,9,3154982,12,1063054,"28-11-2022 21:59:51"
BDSX,6.59,73,7,15,1335301,23,275274,6,3173450,44,4784025,6,411214,14,231182,"28-11-2022 21:59:51"
BDTX,60.05,36,48,24,1413127,38,1389640,22,19033872,84,21836639,11,483949,12,369090,"28-11-2022 21:59:51"
